"year" "value"
1992 13.11594083
1993 13.11314034
1994 13.11215619
1995 13.07248685
1996 13.06834604
1997 13.05283271
1998 13.02552167
1999 12.98634398
2000 12.98258815
2001 12.97749986
2002 12.97225943
2003 12.96999673
2004 12.9631411
2005 12.96073823
2006 12.9587369
2007 12.9599471
2008 12.96565667
2009 12.97107585
2010 12.96477784
2011 12.95959677
2012 12.95355545
2013 12.95183465
2014 12.95320618
2015 12.95234927
