"year" "value"
1992 5.12169531
1993 5.12122596
1994 5.12078046
1995 5.11012896
1996 5.09978958
1997 5.08074576
1998 5.06561829
1999 5.02112436
2000 4.9362621
2001 4.91515863
2002 4.89991704
2003 4.8908184
2004 4.87790466
2005 4.87525848
2006 4.87282875
2007 4.86817521
2008 4.86351582
2009 4.85324241
2010 4.83807804
2011 4.83647001
2012 4.83393687
2013 4.83070569
2014 4.82524152
2015 4.82478342
