"year" "value"
1992 12.85498046
1993 12.8548676
1994 12.85474493
1995 12.8529182
1996 12.85141538
1997 12.84980555
1998 12.84725495
1999 12.84295592
2000 12.84211829
2001 12.8451863
2002 12.84592277
2003 12.84719672
2004 12.84752
2005 12.84756725
2006 12.84732443
2007 12.84813146
2008 12.84816107
2009 12.84759551
2010 12.84685058
2011 12.84688604
2012 12.84653846
2013 12.84714065
2014 12.84694301
2015 12.84670541
