"year" "value"
1992 102.2780576
1993 102.2593018
1994 102.2539835
1995 102.1180724
1996 102.0677072
1997 101.9818024
1998 101.8656915
1999 101.6526606
2000 101.495271
2001 101.4241169
2002 101.3655288
2003 101.3272614
2004 101.1905833
2005 101.1670663
2006 101.1540914
2007 101.1402546
2008 101.1309446
2009 101.1047974
2010 101.0545245
2011 101.0280778
2012 100.9981535
2013 100.9835693
2014 100.972734
2015 100.9674906
