"year" "value"
1992 17.03084938
1993 17.01787786
1994 17.01741301
1995 16.93812184
1996 16.9148122
1997 16.88151661
1998 16.83249523
1999 16.75525606
2000 16.73804131
2001 16.71851878
2002 16.70365294
2003 16.68974893
2004 16.59079276
2005 16.58337532
2006 16.57681117
2007 16.57271788
2008 16.56856645
2009 16.56732175
2010 16.55699902
2011 16.54857412
2012 16.53884638
2013 16.53491968
2014 16.53487225
2015 16.5344488
