"year" "value"
1992 15.98105564
1993 15.97995827
1994 15.97975964
1995 15.95070557
1996 15.93808181
1997 15.9189785
1998 15.89317685
1999 15.85026773
2000 15.82735652
2001 15.81002495
2002 15.79743944
2003 15.78555143
2004 15.77660192
2005 15.77018195
2006 15.76643768
2007 15.75993869
2008 15.75546542
2009 15.74698049
2010 15.74122139
2011 15.73576145
2012 15.73179308
2013 15.73009811
2014 15.72975692
2015 15.72943283
