"year" "value"
1992 25.75949064
1993 25.75891284
1994 25.75834611
1995 25.75391523
1996 25.75044366
1997 25.74584745
1998 25.74068514
1999 25.72528506
2000 25.71303084
2001 25.70478297
2002 25.69775316
2003 25.69434324
2004 25.68693102
2005 25.68262488
2006 25.679094
2007 25.67473107
2008 25.66964877
2009 25.66573728
2010 25.65980439
2011 25.6581375
2012 25.65603897
2013 25.65391056
2014 25.65052854
2015 25.64983464
