"year" "value"
1992 23.92324006
1993 23.92025377
1994 23.91726721
1995 23.91030895
1996 23.91149902
1997 23.90403802
1998 23.88682759
1999 23.86110622
2000 23.84110678
2001 23.83449187
2002 23.82550042
2003 23.82518713
2004 23.8211167
2005 23.81879938
2006 23.82178765
2007 23.82659077
2008 23.83268341
2009 23.83274776
2010 23.8213903
2011 23.81299177
2012 23.80329247
2013 23.79873955
2014 23.79751654
2015 23.79477001
